Time,jersey_number,Team,Scored Goal,Missed Goal,role
17706,14,B,0,0,forward
17707,5,B,0,0,forward
17708,14,B,0,0,forward
17709,5,B,1,0,forward
17710,15,A,0,0,midfielder
17711,3,A,1,0,forward
17712,7,B,0,0,defender
17713,15,A,0,0,midfielder
17714,12,A,0,0,forward
17715,12,A,0,0,forward
17716,3,A,0,0,forward
17717,12,A,0,0,forward
17718,12,A,0,0,forward
17719,12,A,0,1,forward
17720,13,B,0,0,goalkeeper
17721,19,B,0,0,defender
17722,8,B,0,0,midfielder
17723,12,A,0,0,forward
17724,3,A,0,0,forward
17725,3,A,0,0,forward
17726,3,A,0,0,forward
17727,3,A,0,0,forward
17728,3,A,0,0,forward
17729,3,A,0,0,forward
17730,3,A,1,0,forward
17731,1,B,0,0,midfielder
17732,14,B,0,0,forward
17733,14,B,0,0,forward
17734,14,B,0,1,forward
17735,6,A,0,0,goalkeeper
17736,4,A,0,0,defender
17737,8,B,0,0,midfielder
17738,5,B,0,0,forward
17739,5,B,1,0,forward
17740,4,A,0,0,defender
17741,18,A,0,0,midfielder
17742,12,A,0,0,forward
17743,12,A,0,1,forward
17744,13,B,0,0,goalkeeper
17745,20,B,0,0,defender
17746,1,B,0,0,midfielder
17747,5,B,1,0,forward
17748,17,A,0,0,defender
17749,10,A,0,0,midfielder
17750,12,A,0,1,forward
17751,13,B,0,0,goalkeeper
17752,19,B,0,0,defender
17753,16,B,0,0,midfielder
17754,14,B,0,0,forward
17755,14,B,0,0,forward
17756,5,B,0,0,forward
17757,12,A,0,0,forward
17758,3,A,1,0,forward
17759,11,B,0,0,midfielder
17760,3,A,1,0,forward
17761,1,B,0,0,midfielder
17762,14,B,0,1,forward
17763,6,A,0,0,goalkeeper
17764,4,A,0,0,defender
17765,15,A,0,0,midfielder
17766,3,A,1,0,forward
17767,8,B,0,0,midfielder
17768,3,A,0,0,forward
17769,12,A,0,0,forward
17770,3,A,0,0,forward
17771,3,A,0,0,forward
17772,12,A,0,0,forward
17773,12,A,0,1,forward
17774,13,B,0,0,goalkeeper
17775,19,B,0,0,defender
17776,8,B,0,0,midfielder
17777,5,B,1,0,forward
17778,3,A,0,0,forward
17779,3,A,0,0,forward
17780,12,A,0,1,forward
17781,13,B,0,0,goalkeeper
17782,19,B,0,0,defender
17783,16,B,0,0,midfielder
17784,14,B,0,0,forward
17785,3,A,1,0,forward
17786,7,B,0,0,defender
17787,11,B,0,0,midfielder
17788,14,B,0,0,forward
17789,12,A,0,0,forward
17790,3,A,1,0,forward
17791,5,B,1,0,forward
17792,4,A,0,0,defender
17793,10,A,0,0,midfielder
17794,12,A,0,0,forward
17795,3,A,0,0,forward
17796,12,A,0,0,forward
17797,3,A,0,0,forward
17798,12,A,0,0,forward
17799,12,A,0,0,forward
17800,3,A,0,0,forward
17801,12,A,1,0,forward
17802,5,B,1,0,forward
17803,12,A,0,1,forward
17804,13,B,0,0,goalkeeper
17805,17,A,0,0,defender
17806,18,A,0,0,midfielder
17807,3,A,1,0,forward
17808,20,B,0,0,defender
17809,16,B,0,0,midfielder
17810,14,B,0,0,forward
17811,14,B,0,1,forward
17812,6,A,0,0,goalkeeper
17813,21,A,0,0,defender
17814,16,B,0,0,midfielder
17815,3,A,1,0,forward
17816,11,B,0,0,midfielder
17817,5,B,0,0,forward
17818,14,B,0,0,forward
17819,5,B,1,0,forward
17820,21,A,0,0,defender
17821,10,A,0,0,midfielder
17822,3,A,0,0,forward
17823,3,A,1,0,forward
17824,2,B,0,0,defender
17825,16,B,0,0,midfielder
17826,5,B,1,0,forward
17827,3,A,0,0,forward
17828,12,A,0,0,forward
17829,3,A,1,0,forward
17830,7,B,0,0,defender
17831,1,B,0,0,midfielder
17832,5,B,0,0,forward
17833,14,B,0,1,forward
17834,6,A,0,0,goalkeeper
17835,22,A,0,0,defender
17836,16,B,0,0,midfielder
17837,14,B,0,1,forward
17838,6,A,0,0,goalkeeper
17839,4,A,0,0,defender
17840,10,A,0,0,midfielder
17841,12,A,0,0,forward
17842,12,A,0,1,forward
17843,13,B,0,0,goalkeeper
17844,20,B,0,0,defender
17845,16,B,0,0,midfielder
17846,5,B,1,0,forward
17847,10,A,0,0,midfielder
17848,12,A,0,1,forward
17849,13,B,0,0,goalkeeper
17850,7,B,0,0,defender
17851,16,B,0,0,midfielder
17852,14,B,0,1,forward
17853,6,A,0,0,goalkeeper
17854,4,A,0,0,defender
17855,18,A,0,0,midfielder
17856,3,A,1,0,forward
17857,19,B,0,0,defender
17858,16,B,0,0,midfielder
17859,14,B,0,1,forward
17860,6,A,0,0,goalkeeper
17861,22,A,0,0,defender
17862,18,A,0,0,midfielder
17863,3,A,1,0,forward
17864,14,B,0,0,forward
17865,14,B,0,1,forward
17866,6,A,0,0,goalkeeper
17867,17,A,0,0,defender
17868,9,A,0,0,midfielder
17869,12,A,0,1,forward
17870,13,B,0,0,goalkeeper
17871,4,A,0,0,defender
17872,15,A,0,0,midfielder
17873,12,A,0,1,forward
17874,13,B,0,0,goalkeeper
17875,2,B,0,0,defender
17876,1,B,0,0,midfielder
17877,14,B,0,0,forward
17878,5,B,0,1,forward
17879,6,A,0,0,goalkeeper
17880,4,A,0,0,defender
17881,10,A,0,0,midfielder
17882,12,A,0,1,forward
17883,13,B,0,0,goalkeeper
17884,20,B,0,0,defender
17885,16,B,0,0,midfielder
17886,5,B,1,0,forward
17887,15,A,0,0,midfielder
17888,3,A,1,0,forward
17889,2,B,0,0,defender
17890,11,B,0,0,midfielder
17891,14,B,0,1,forward
17892,6,A,0,0,goalkeeper
17893,22,A,0,0,defender
17894,18,A,0,0,midfielder
17895,3,A,1,0,forward
17896,5,B,0,0,forward
17897,14,B,0,0,forward
17898,5,B,0,0,forward
17899,5,B,1,0,forward
17900,18,A,0,0,midfielder
17901,12,A,0,0,forward
17902,14,B,0,1,forward
17903,6,A,0,0,goalkeeper
17904,21,A,0,0,defender
17905,18,A,0,0,midfielder
17906,3,A,0,0,forward
17907,3,A,0,0,forward
17908,12,A,0,0,forward
17909,12,A,0,0,forward
17910,5,B,0,1,forward
17911,6,A,0,0,goalkeeper
17912,22,A,0,0,defender
17913,11,B,0,0,midfielder
17914,5,B,0,0,forward
17915,5,B,1,0,forward
17916,9,A,0,0,midfielder
17917,12,A,0,1,forward
17918,13,B,0,0,goalkeeper
17919,7,B,0,0,defender
17920,8,B,0,0,midfielder
17921,5,B,1,0,forward
17922,15,A,0,0,midfielder
17923,12,A,1,0,forward
17924,14,B,0,0,forward
17925,14,B,0,0,forward
17926,5,B,0,0,forward
17927,14,B,0,0,forward
17928,5,B,1,0,forward
17929,17,A,0,0,defender
17930,10,A,0,0,midfielder
17931,12,A,0,0,forward
17932,3,A,1,0,forward
17933,5,B,0,0,forward
17934,14,B,0,1,forward
17935,6,A,0,0,goalkeeper
17936,4,A,0,0,defender
17937,18,A,0,0,midfielder
17938,12,A,0,1,forward
17939,13,B,0,0,goalkeeper
17940,2,B,0,0,defender
17941,11,B,0,0,midfielder
17942,5,B,1,0,forward
17943,9,A,0,0,midfielder
17944,3,A,0,0,forward
17945,3,A,0,0,forward
17946,12,A,0,0,forward
17947,14,B,0,1,forward
17948,6,A,0,0,goalkeeper
17949,17,A,0,0,defender
17950,10,A,0,0,midfielder
17951,3,A,1,0,forward
17952,14,B,1,0,forward
17953,9,A,0,0,midfielder
17954,12,A,0,0,forward
17955,3,A,1,0,forward
17956,19,B,0,0,defender
17957,16,B,0,0,midfielder
17958,5,B,1,0,forward
17959,17,A,0,0,defender
17960,15,A,0,0,midfielder
17961,3,A,0,1,forward
17962,13,B,0,0,goalkeeper
17963,19,B,0,0,defender
17964,1,B,0,0,midfielder
17965,14,B,0,0,forward
17966,5,B,0,0,forward
17967,5,B,0,0,forward
17968,5,B,0,0,forward
17969,14,B,0,1,forward
17970,6,A,0,0,goalkeeper
17971,21,A,0,0,defender
17972,15,A,0,0,midfielder
17973,3,A,0,0,forward
17974,12,A,0,0,forward
17975,3,A,0,1,forward
17976,13,B,0,0,goalkeeper
17977,2,B,0,0,defender
17978,11,B,0,0,midfielder
17979,5,B,1,0,forward
17980,4,A,0,0,defender
17981,11,B,0,0,midfielder
17982,5,B,1,0,forward
17983,4,A,0,0,defender
17984,18,A,0,0,midfielder
17985,3,A,0,0,forward
17986,3,A,1,0,forward
17987,7,B,0,0,defender
17988,16,B,0,0,midfielder
17989,5,B,1,0,forward
17990,4,A,0,0,defender
17991,9,A,0,0,midfielder
17992,3,A,1,0,forward
17993,7,B,0,0,defender
17994,1,B,0,0,midfielder
17995,14,B,0,1,forward
17996,6,A,0,0,goalkeeper
17997,4,A,0,0,defender
17998,8,B,0,0,midfielder
17999,5,B,0,0,forward
18000,5,B,0,0,forward
18001,5,B,0,0,forward
18002,12,A,0,0,forward
18003,3,A,0,0,forward
18004,3,A,0,0,forward
18005,3,A,0,0,forward
18006,3,A,0,0,forward
18007,12,A,0,1,forward
18008,13,B,0,0,goalkeeper
18009,2,B,0,0,defender
18010,11,B,0,0,midfielder
18011,14,B,0,1,forward
18012,6,A,0,0,goalkeeper
18013,21,A,0,0,defender
18014,9,A,0,0,midfielder
18015,12,A,0,1,forward
18016,13,B,0,0,goalkeeper
18017,7,B,0,0,defender
18018,16,B,0,0,midfielder
18019,14,B,0,1,forward
18020,6,A,0,0,goalkeeper
18021,4,A,0,0,defender
18022,15,A,0,0,midfielder
18023,3,A,1,0,forward
18024,2,B,0,0,defender
18025,16,B,0,0,midfielder
18026,5,B,1,0,forward
18027,21,A,0,0,defender
18028,18,A,0,0,midfielder
18029,12,A,0,0,forward
18030,3,A,1,0,forward
18031,7,B,0,0,defender
18032,16,B,0,0,midfielder
18033,5,B,0,0,forward
18034,5,B,0,1,forward
18035,6,A,0,0,goalkeeper
18036,21,A,0,0,defender
18037,9,A,0,0,midfielder
18038,12,A,0,1,forward
18039,13,B,0,0,goalkeeper
18040,19,B,0,0,defender
18041,8,B,0,0,midfielder
18042,5,B,0,0,forward
18043,14,B,0,0,forward
18044,14,B,0,0,forward
18045,12,A,0,1,forward
18046,13,B,0,0,goalkeeper
18047,20,B,0,0,defender
18048,11,B,0,0,midfielder
18049,5,B,0,0,forward
18050,14,B,0,1,forward
18051,6,A,0,0,goalkeeper
18052,21,A,0,0,defender
18053,18,A,0,0,midfielder
18054,3,A,0,0,forward
18055,12,A,0,0,forward
18056,3,A,0,0,forward
18057,12,A,1,0,forward
18058,16,B,0,0,midfielder
18059,5,B,0,0,forward
18060,5,B,1,0,forward
18061,22,A,0,0,defender
18062,11,B,0,0,midfielder
18063,14,B,0,0,forward
18064,14,B,0,0,forward
18065,5,B,1,0,forward
18066,10,A,0,0,midfielder
18067,12,A,0,1,forward
18068,13,B,0,0,goalkeeper
18069,20,B,0,0,defender
18070,11,B,0,0,midfielder
18071,5,B,1,0,forward
18072,18,A,0,0,midfielder
18073,12,A,0,0,forward
18074,14,B,0,1,forward
18075,6,A,0,0,goalkeeper
18076,21,A,0,0,defender
18077,15,A,0,0,midfielder
18078,3,A,1,0,forward
18079,11,B,0,0,midfielder
18080,14,B,0,1,forward
18081,6,A,0,0,goalkeeper
18082,19,B,0,0,defender
18083,8,B,0,0,midfielder
18084,5,B,0,0,forward
18085,5,B,1,0,forward
18086,15,A,0,0,midfielder
18087,3,A,0,0,forward
18088,12,A,0,1,forward
18089,13,B,0,0,goalkeeper
18090,7,B,0,0,defender
18091,18,A,0,0,midfielder
18092,5,B,1,0,forward
18093,18,A,0,0,midfielder
18094,14,B,1,0,forward
18095,3,A,1,0,forward
18096,20,B,0,0,defender
18097,1,B,0,0,midfielder
18098,5,B,1,0,forward
18099,15,A,0,0,midfielder
18100,3,A,0,1,forward
18101,13,B,0,0,goalkeeper
18102,4,A,0,0,defender
18103,9,A,0,0,midfielder
18104,3,A,0,0,forward
18105,12,A,0,1,forward
18106,13,B,0,0,goalkeeper
18107,2,B,0,0,defender
18108,16,B,0,0,midfielder
18109,5,B,1,0,forward
18110,22,A,0,0,defender
18111,9,A,0,0,midfielder
18112,12,A,0,1,forward
18113,13,B,0,0,goalkeeper
18114,20,B,0,0,defender
18115,8,B,0,0,midfielder
18116,14,B,0,0,forward
18117,3,A,1,0,forward
18118,14,B,0,0,forward
18119,5,B,0,0,forward
18120,5,B,1,0,forward
18121,4,A,0,0,defender
18122,18,A,0,0,midfielder
18123,3,A,1,0,forward
18124,8,B,0,0,midfielder
18125,3,A,0,1,forward
18126,13,B,0,0,goalkeeper
18127,20,B,0,0,defender
18128,8,B,0,0,midfielder
18129,12,A,0,1,forward
18130,13,B,0,0,goalkeeper
18131,7,B,0,0,defender
18132,16,B,0,0,midfielder
18133,14,B,0,0,forward
18134,14,B,0,1,forward
18135,6,A,0,0,goalkeeper
18136,4,A,0,0,defender
18137,10,A,0,0,midfielder
18138,12,A,0,0,forward
18139,12,A,0,0,forward
18140,12,A,0,1,forward
18141,13,B,0,0,goalkeeper
18142,2,B,0,0,defender
18143,8,B,0,0,midfielder
18144,14,B,0,0,forward
18145,5,B,1,0,forward
18146,21,A,0,0,defender
18147,15,A,0,0,midfielder
18148,3,A,0,0,forward
18149,3,A,0,0,forward
18150,3,A,0,0,forward
18151,12,A,0,1,forward
18152,13,B,0,0,goalkeeper
18153,20,B,0,0,defender
18154,11,B,0,0,midfielder
18155,5,B,0,1,forward
18156,6,A,0,0,goalkeeper
18157,4,A,0,0,defender
18158,18,A,0,0,midfielder
18159,3,A,0,1,forward
18160,13,B,0,0,goalkeeper
18161,2,B,0,0,defender
18162,16,B,0,0,midfielder
18163,3,A,0,0,forward
18164,3,A,0,1,forward
18165,13,B,0,0,goalkeeper
18166,19,B,0,0,defender
18167,1,B,0,0,midfielder
18168,5,B,0,0,forward
18169,14,B,0,1,forward
18170,6,A,0,0,goalkeeper
18171,2,B,0,0,defender
18172,8,B,0,0,midfielder
18173,5,B,0,1,forward
18174,6,A,0,0,goalkeeper
18175,17,A,0,0,defender
18176,15,A,0,0,midfielder
18177,12,A,0,1,forward
18178,13,B,0,0,goalkeeper
18179,2,B,0,0,defender
18180,8,B,0,0,midfielder
18181,14,B,0,0,forward
18182,12,A,0,0,forward
18183,3,A,0,1,forward
18184,13,B,0,0,goalkeeper
18185,7,B,0,0,defender
18186,11,B,0,0,midfielder
18187,5,B,1,0,forward
18188,9,A,0,0,midfielder
18189,12,A,0,1,forward
18190,13,B,0,0,goalkeeper
18191,19,B,0,0,defender
18192,1,B,0,0,midfielder
18193,5,B,1,0,forward
18194,15,A,0,0,midfielder
18195,12,A,0,0,forward
18196,3,A,0,0,forward
18197,12,A,0,0,forward
18198,12,A,0,1,forward
18199,13,B,0,0,goalkeeper
18200,20,B,0,0,defender
18201,11,B,0,0,midfielder
18202,5,B,0,0,forward
18203,14,B,0,0,forward
18204,14,B,0,0,forward
18205,5,B,0,0,forward
18206,5,B,0,0,forward
18207,5,B,0,0,forward
18208,5,B,1,0,forward
18209,3,A,1,0,forward
18210,14,B,0,1,forward
18211,6,A,0,0,goalkeeper
18212,22,A,0,0,defender
18213,15,A,0,0,midfielder
18214,3,A,0,0,forward
18215,12,A,0,1,forward
18216,13,B,0,0,goalkeeper
18217,7,B,0,0,defender
18218,16,B,0,0,midfielder
18219,5,B,0,0,forward
18220,5,B,0,0,forward
18221,5,B,0,0,forward
18222,5,B,0,0,forward
18223,14,B,0,0,forward
18224,5,B,0,0,forward
18225,3,A,0,0,forward
18226,12,A,0,0,forward
18227,3,A,1,0,forward
18228,16,B,0,0,midfielder
18229,5,B,1,0,forward
18230,4,A,0,0,defender
18231,18,A,0,0,midfielder
18232,12,A,0,0,forward
18233,3,A,0,1,forward
18234,13,B,0,0,goalkeeper
18235,20,B,0,0,defender
18236,1,B,0,0,midfielder
18237,5,B,1,0,forward
18238,18,A,0,0,midfielder
18239,12,A,0,1,forward
18240,13,B,0,0,goalkeeper
18241,2,B,0,0,defender
18242,16,B,0,0,midfielder
18243,14,B,1,0,forward
18244,12,A,0,0,forward
18245,3,A,1,0,forward
18246,14,B,0,0,forward
18247,14,B,0,0,forward
18248,5,B,1,0,forward
18249,9,A,0,0,midfielder
18250,12,A,0,1,forward
18251,13,B,0,0,goalkeeper
18252,20,B,0,0,defender
18253,9,A,0,0,midfielder
18254,3,A,1,0,forward
18255,8,B,0,0,midfielder
18256,5,B,1,0,forward
18257,10,A,0,0,midfielder
18258,3,A,1,0,forward
18259,7,B,0,0,defender
18260,1,B,0,0,midfielder
18261,5,B,1,0,forward
18262,9,A,0,0,midfielder
18263,14,B,0,1,forward
18264,6,A,0,0,goalkeeper
18265,4,A,0,0,defender
18266,15,A,0,0,midfielder
18267,3,A,0,0,forward
18268,3,A,0,1,forward
18269,13,B,0,0,goalkeeper
18270,2,B,0,0,defender
18271,16,B,0,0,midfielder
18272,5,B,1,0,forward
18273,15,A,0,0,midfielder
18274,3,A,0,0,forward
18275,12,A,0,1,forward
18276,13,B,0,0,goalkeeper
18277,19,B,0,0,defender
18278,11,B,0,0,midfielder
18279,3,A,0,0,forward
18280,3,A,0,0,forward
18281,3,A,1,0,forward
18282,20,B,0,0,defender
18283,11,B,0,0,midfielder
18284,14,B,0,1,forward
18285,6,A,0,0,goalkeeper
18286,21,A,0,0,defender
18287,10,A,0,0,midfielder
18288,3,A,1,0,forward
18289,16,B,0,0,midfielder
18290,14,B,1,0,forward
18291,21,A,0,0,defender
18292,15,A,0,0,midfielder
18293,12,A,0,0,forward
18294,3,A,1,0,forward
18295,11,B,0,0,midfielder
18296,5,B,1,0,forward
18297,21,A,0,0,defender
18298,9,A,0,0,midfielder
18299,3,A,0,0,forward
18300,3,A,0,1,forward
18301,13,B,0,0,goalkeeper
18302,19,B,0,0,defender
18303,9,A,0,0,midfielder
18304,12,A,0,0,forward
18305,5,B,0,0,forward
18306,5,B,1,0,forward
18307,10,A,0,0,midfielder
18308,3,A,1,0,forward
18309,19,B,0,0,defender
18310,1,B,0,0,midfielder
18311,14,B,1,0,forward
18312,18,A,0,0,midfielder
18313,12,A,0,1,forward
18314,13,B,0,0,goalkeeper
18315,2,B,0,0,defender
18316,1,B,0,0,midfielder
18317,14,B,0,0,forward
18318,5,B,0,0,forward
18319,5,B,0,1,forward
18320,6,A,0,0,goalkeeper
18321,4,A,0,0,defender
18322,18,A,0,0,midfielder
18323,14,B,0,1,forward
18324,6,A,0,0,goalkeeper
18325,21,A,0,0,defender
18326,15,A,0,0,midfielder
18327,12,A,0,1,forward
18328,13,B,0,0,goalkeeper
18329,2,B,0,0,defender
18330,11,B,0,0,midfielder
18331,5,B,0,0,forward
18332,5,B,0,0,forward
18333,14,B,0,0,forward
18334,5,B,1,0,forward
18335,22,A,0,0,defender
18336,9,A,0,0,midfielder
18337,12,A,0,1,forward
18338,13,B,0,0,goalkeeper
18339,20,B,0,0,defender
18340,16,B,0,0,midfielder
18341,3,A,1,0,forward
18342,8,B,0,0,midfielder
18343,5,B,0,0,forward
18344,14,B,0,0,forward
18345,5,B,0,0,forward
18346,14,B,0,0,forward
18347,14,B,0,1,forward
18348,6,A,0,0,goalkeeper
18349,21,A,0,0,defender
18350,15,A,0,0,midfielder
18351,3,A,1,0,forward
18352,8,B,0,0,midfielder
18353,14,B,0,1,forward
18354,6,A,0,0,goalkeeper
18355,4,A,0,0,defender
18356,10,A,0,0,midfielder
18357,12,A,0,1,forward
18358,13,B,0,0,goalkeeper
18359,20,B,0,0,defender
18360,1,B,0,0,midfielder
18361,5,B,0,0,forward
18362,14,B,0,1,forward
18363,6,A,0,0,goalkeeper
18364,2,B,0,0,defender
18365,8,B,0,0,midfielder
18366,14,B,0,0,forward
18367,5,B,1,0,forward
18368,9,A,0,0,midfielder
18369,3,A,0,0,forward
18370,12,A,1,0,forward
18371,14,B,1,0,forward
18372,3,A,1,0,forward
18373,16,B,0,0,midfielder
18374,14,B,1,0,forward
18375,12,A,0,0,forward
18376,3,A,0,0,forward
18377,12,A,0,0,forward
18378,5,B,1,0,forward
18379,18,A,0,0,midfielder
18380,3,A,0,0,forward
18381,12,A,1,0,forward
18382,11,B,0,0,midfielder
18383,14,B,0,1,forward
18384,6,A,0,0,goalkeeper
18385,4,A,0,0,defender
18386,9,A,0,0,midfielder
18387,3,A,1,0,forward
18388,8,B,0,0,midfielder
18389,5,B,1,0,forward
18390,22,A,0,0,defender
18391,10,A,0,0,midfielder
18392,12,A,1,0,forward
18393,14,B,0,1,forward
18394,6,A,0,0,goalkeeper
18395,17,A,0,0,defender
18396,18,A,0,0,midfielder
18397,3,A,0,0,forward
18398,3,A,0,0,forward
18399,12,A,0,0,forward
18400,3,A,1,0,forward
18401,16,B,0,0,midfielder
18402,14,B,0,0,forward
18403,12,A,1,0,forward
18404,2,B,0,0,defender
18405,11,B,0,0,midfielder
18406,14,B,0,1,forward
18407,6,A,0,0,goalkeeper
18408,22,A,0,0,defender
18409,9,A,0,0,midfielder
18410,3,A,0,0,forward
18411,12,A,0,1,forward
18412,13,B,0,0,goalkeeper
18413,2,B,0,0,defender
18414,11,B,0,0,midfielder
18415,14,B,1,0,forward
18416,12,A,0,1,forward
18417,13,B,0,0,goalkeeper
18418,7,B,0,0,defender
18419,8,B,0,0,midfielder
18420,5,B,1,0,forward
18421,22,A,0,0,defender
18422,15,A,0,0,midfielder
18423,3,A,0,0,forward
18424,3,A,0,0,forward
18425,12,A,0,0,forward
18426,12,A,0,1,forward
18427,13,B,0,0,goalkeeper
18428,17,A,0,0,defender
18429,10,A,0,0,midfielder
18430,3,A,0,0,forward
18431,12,A,0,1,forward
18432,13,B,0,0,goalkeeper
18433,2,B,0,0,defender
18434,11,B,0,0,midfielder
18435,5,B,1,0,forward
18436,18,A,0,0,midfielder
18437,12,A,0,0,forward
18438,12,A,0,0,forward
18439,5,B,1,0,forward
18440,21,A,0,0,defender
18441,18,A,0,0,midfielder
18442,12,A,0,1,forward
18443,13,B,0,0,goalkeeper
18444,21,A,0,0,defender
18445,18,A,0,0,midfielder
18446,3,A,1,0,forward
18447,7,B,0,0,defender
18448,1,B,0,0,midfielder
18449,14,B,0,0,forward
18450,14,B,0,0,forward
18451,14,B,0,0,forward
18452,5,B,0,0,forward
18453,5,B,0,0,forward
18454,5,B,1,0,forward
18455,18,A,0,0,midfielder
18456,3,A,0,0,forward
18457,3,A,0,0,forward
18458,12,A,0,0,forward
18459,3,A,0,0,forward
18460,3,A,0,0,forward
18461,3,A,0,0,forward
18462,12,A,0,0,forward
18463,12,A,0,0,forward
18464,12,A,0,0,forward
18465,12,A,0,1,forward
18466,13,B,0,0,goalkeeper
18467,20,B,0,0,defender
18468,8,B,0,0,midfielder
18469,5,B,0,0,forward
18470,5,B,1,0,forward
18471,9,A,0,0,midfielder
18472,12,A,0,0,forward
18473,3,A,0,0,forward
18474,3,A,1,0,forward
18475,5,B,0,0,forward
18476,14,B,0,1,forward
18477,6,A,0,0,goalkeeper
18478,17,A,0,0,defender
18479,18,A,0,0,midfielder
18480,3,A,1,0,forward
18481,1,B,0,0,midfielder
18482,5,B,1,0,forward
18483,10,A,0,0,midfielder
18484,12,A,0,1,forward
18485,13,B,0,0,goalkeeper
18486,7,B,0,0,defender
18487,1,B,0,0,midfielder
18488,14,B,0,0,forward
18489,5,B,0,1,forward
18490,6,A,0,0,goalkeeper
18491,22,A,0,0,defender
18492,10,A,0,0,midfielder
18493,3,A,1,0,forward
18494,1,B,0,0,midfielder
18495,12,A,0,0,forward
18496,3,A,1,0,forward
18497,20,B,0,0,defender
18498,8,B,0,0,midfielder
18499,14,B,0,1,forward
18500,6,A,0,0,goalkeeper
18501,22,A,0,0,defender
18502,9,A,0,0,midfielder
18503,3,A,1,0,forward
18504,19,B,0,0,defender
18505,16,B,0,0,midfielder
18506,5,B,0,0,forward
18507,14,B,0,1,forward
18508,6,A,0,0,goalkeeper
18509,22,A,0,0,defender
18510,9,A,0,0,midfielder
18511,12,A,0,1,forward
18512,13,B,0,0,goalkeeper
18513,19,B,0,0,defender
18514,8,B,0,0,midfielder
18515,12,A,0,1,forward
18516,13,B,0,0,goalkeeper
18517,2,B,0,0,defender
18518,11,B,0,0,midfielder
18519,5,B,0,0,forward
18520,5,B,1,0,forward
18521,22,A,0,0,defender
18522,15,A,0,0,midfielder
18523,3,A,1,0,forward
18524,1,B,0,0,midfielder
18525,5,B,1,0,forward
18526,21,A,0,0,defender
18527,10,A,0,0,midfielder
18528,12,A,0,0,forward
18529,3,A,0,0,forward
18530,14,B,0,1,forward
18531,6,A,0,0,goalkeeper
18532,21,A,0,0,defender
18533,15,A,0,0,midfielder
18534,3,A,1,0,forward
18535,14,B,0,0,forward
18536,5,B,1,0,forward
18537,12,A,0,0,forward
18538,12,A,0,1,forward
18539,13,B,0,0,goalkeeper
18540,21,A,0,0,defender
18541,15,A,0,0,midfielder
18542,3,A,0,0,forward
18543,3,A,1,0,forward
18544,1,B,0,0,midfielder
18545,3,A,1,0,forward
18546,14,B,0,1,forward
18547,6,A,0,0,goalkeeper
18548,21,A,0,0,defender
18549,10,A,0,0,midfielder
18550,12,A,0,1,forward
18551,13,B,0,0,goalkeeper
18552,19,B,0,0,defender
18553,11,B,0,0,midfielder
18554,14,B,1,0,forward
18555,22,A,0,0,defender
18556,18,A,0,0,midfielder
18557,12,A,1,0,forward
18558,20,B,0,0,defender
18559,11,B,0,0,midfielder
18560,5,B,1,0,forward
18561,22,A,0,0,defender
18562,9,A,0,0,midfielder
18563,12,A,0,1,forward
18564,13,B,0,0,goalkeeper
18565,20,B,0,0,defender
18566,1,B,0,0,midfielder
18567,5,B,0,0,forward
18568,5,B,1,0,forward
18569,10,A,0,0,midfielder
18570,12,A,0,1,forward
18571,13,B,0,0,goalkeeper
18572,19,B,0,0,defender
18573,8,B,0,0,midfielder
18574,5,B,0,1,forward
18575,6,A,0,0,goalkeeper
18576,17,A,0,0,defender
18577,10,A,0,0,midfielder
18578,12,A,0,1,forward
18579,13,B,0,0,goalkeeper
18580,20,B,0,0,defender
18581,8,B,0,0,midfielder
18582,14,B,0,1,forward
18583,6,A,0,0,goalkeeper
18584,4,A,0,0,defender
18585,9,A,0,0,midfielder
18586,12,A,0,0,forward
18587,12,A,0,1,forward
18588,13,B,0,0,goalkeeper
18589,20,B,0,0,defender
18590,11,B,0,0,midfielder
18591,14,B,0,1,forward
18592,6,A,0,0,goalkeeper
18593,7,B,0,0,defender
18594,16,B,0,0,midfielder
18595,5,B,0,0,forward
18596,14,B,0,0,forward
18597,5,B,1,0,forward
18598,17,A,0,0,defender
18599,15,A,0,0,midfielder
18600,12,A,0,1,forward
18601,13,B,0,0,goalkeeper
18602,20,B,0,0,defender
18603,1,B,0,0,midfielder
18604,5,B,0,0,forward
18605,14,B,0,1,forward
18606,6,A,0,0,goalkeeper
18607,22,A,0,0,defender
18608,10,A,0,0,midfielder
18609,3,A,0,0,forward
18610,12,A,1,0,forward
18611,8,B,0,0,midfielder
18612,14,B,0,1,forward
18613,6,A,0,0,goalkeeper
18614,22,A,0,0,defender
18615,9,A,0,0,midfielder
18616,12,A,1,0,forward
18617,2,B,0,0,defender
18618,11,B,0,0,midfielder
18619,14,B,0,1,forward
18620,6,A,0,0,goalkeeper
18621,4,A,0,0,defender
18622,1,B,0,0,midfielder
18623,5,B,0,0,forward
18624,14,B,1,0,forward
18625,21,A,0,0,defender
18626,10,A,0,0,midfielder
18627,12,A,0,1,forward
18628,13,B,0,0,goalkeeper
18629,2,B,0,0,defender
18630,16,B,0,0,midfielder
18631,14,B,0,1,forward
18632,6,A,0,0,goalkeeper
18633,17,A,0,0,defender
18634,15,A,0,0,midfielder
18635,12,A,0,0,forward
18636,3,A,0,0,forward
18637,12,A,0,0,forward
18638,12,A,0,1,forward
18639,13,B,0,0,goalkeeper
18640,21,A,0,0,defender
